,Date Time,Day of Week,Object 1,Object 2,Street Number,Street Name,Cross Street,Near Street,Location,May involve cyclist,May Involve Pedestrian,Manner of Collision,First Harmful Event Location,First Harmful Event,Ambient Light,Weather Condition 1,Weather Condition 2,Traffic Control Device Type,Traffic Control Device Functionality,Road Surface Condition,Roadway Junction Type,Trafficway Description,School Bus Related,Work Zone,Speed Limit,Street or Intersection,Intersection Name 1,Intersection Direction 1,Intersection Name 2,Intersection Direction 2,Intersection Name 3,Intersection Direction 3,Street Direction,Nearest Intersection Distance,Nearest Intersection Direction,Landmark Distance,Landmark Direction,Landmark,Mile Marker Direction,Non Public Area,Road Contributing,Damaged Property Type,Description of Damaged Property,V1 Registration Type,v1 State Code,V1 Configuration,V1 Emergency Response,V1 Moped,V1 Hit and Run,V1 Action Prior to Crash,V1 Model Year,V1 Most Harmful Event,V1 Model,V1 Make,V1 Occupant Count,V1 Underride Override,V1 First Event,V1 Second Event,V1 Third Event,V1 Fourth Event,V1 Most Damaged Area,V1 Second Damaged Area,V1 Third Damaged Area,V1 Towed,V1 Travel Direction,V1 Interstate,V1 Cargo Body Type,V1 Gross Weight,V1 Haz Placard,V1 Haz Release,V1 Trailer Reg Type,V1 Trailer Reg Plate,V1 Trailer Reg State,V1 Trailer Reg Year,V1 Trailer Len,V1 Driver Contribution,V1 Driver Contribution 2,V1 Is Truck,V1 Has Trailer,V1 Is Bus,V1 Is Hazmat,V1 Reg Year,V1 Driver Distracted,V1 Bus Use,V1 Tow Use,V2 Registration Type,V2 State Code,V2 Configuration,V2 Emergency Response,V2 Moped,V2 Hit and Run,V2 Action Prior to Crash,V2 Model Year,V2 Most Harmful Event,V2 Model,V2 Make,V2 Occupant Count,V2 Underride Override,V2 First Event,V2 Second Event,V2 Third Event,V2 Fourth Event,V2 Most Damaged Area,V2 Second Damaged Area,V2 Third Damaged Area,V2 Towed,V2 Travel Direction,V2 Interstate,V2 Cargo Body Type,V2 Gross Weight,V2 Haz Placard,V2 Haz Release,V2 Trailer Reg Type,V2 Trailer Reg Plate,V2 Trailer Reg State,V2 Trailer Reg Year,V2 Trailer Len,V2 Driver Contribution,V2 Driver Contribution 2,V2 Is Truck,V2 Has Trailer,V2 Is Bus,V2 Is Hazmat,V2 Reg Year,V2 Driver Distracted,V2 Bus Use,V2 Tow Use,P1 Role,P1 Injury,P1 Drivers Lic State,P1 Drivers Lic Class 1,P1 Drivers Lic Class 2,P1 Drivers Lic Restrict,P1 Non Motorist Desc,P1 Non Motorist Action,P1 Non Motorist Location,P1 Safety Equipment,P1 Age,P1 Sex,P1 Seat Position,P1 Safety System,P1 Trapped,P1 Veh Owner,P2 Role,P2 Injury,P2 Drivers Lic State,P2 Drivers Lic Class 1,P2 Drivers Lic Class 2,P2 Drivers Lic Restrict,P2 Non Motorist Desc,P2 Non Motorist Action,P2 Non Motorist Location,P2 Safety Equipment,P2 Age,P2 Sex,P2 Seat Position,P2 Safety System,P2 Trapped,P2 Veh Owner
7660,07/27/2021 04:14:00 PM,Tuesday,PASSENGER CAR,,,MASSACHUSETTS AVE,,VASSAR STREET,,1.0,,ANGLE,ROADWAY,COLLISION WITH MOTOR VEHICLE IN TRAFFIC,DAYLIGHT,CLEAR,,TRAFFIC CONTROL SIGNAL,YES,DRY,NOT AT INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,,WESTBOUND,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,Y,TURNING RIGHT,2012.0,COLLISION WITH PEDALCYCLE,S60,VOLVO,1.0,,COLLISION WITH PEDALCYCLE,,,,UNKNOWN,,,N,WESTBOUND,,,,,,,,,,,MADE AN IMPROPER TURN,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-MOTORIST,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,UNKNOWN,CYCLIST,"WALKING, RUNNING OR CYCLING",IN ROADWAY,UNKNOWN,,MALE,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y
7662,12/09/2019 10:31:00 AM,Monday,PASSENGER CAR,,,ALBANY STREET,MASSACHUSETTS AVE,,"ALBANY STREET
Cambridge, MA",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,RAIN,CLOUDY,TRAFFIC CONTROL SIGNAL,YES,WET,FOUR WAY INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,ALBANY STREET,SOUTHBOUND,MASSACHUSETTS AVE,EASTBOUND,,,,,,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,,TURNING LEFT,2014.0,COLLISION WITH PEDALCYCLE,JUKE,NISS,2.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT FRONT,CENTER FRONT,,N,SOUTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,NOT DISTRACTED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",SHOULDER AND LAP BELT USED,NOT TRAPPED,Y,NON-MOTORIST,NO APPARENT INJURY,MASSACHUSETTS,,,,CYCLIST,"WALKING, RUNNING OR CYCLING",IN ROADWAY,HELMET,,FEMALE,,,,
7671,02/09/2020 06:42:00 PM,Sunday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",2393,MASS AVE,,,"2393 MASS AVE
Cambridge, MA
(42.397022, -71.129743)",1.0,,"SIDESWIPE, SAME DIRECTION",ROADWAY,COLLISION WITH MOTOR VEHICLE IN TRAFFIC,DARK - LIGHTED ROADWAY,CLEAR,CLEAR,NO CONTROLS,,DRY,NOT AT INTERSECTION,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO,NO,25,NON INTERSECTION,,,,,,,NORTHBOUND,,,,,,,,NONE,,,PAN,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,OVERTAKING / PASSING,2016.0,COLLISION WITH OTHER MOVABLE OBJECT,X3,BMW,2.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT SIDE,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,NOT DISTRACTED,,,PAN,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,PARKED,2002,OTHER NON-COLLISION,TACOMA,TOYOTA,2.0,,OTHER NON-COLLISION,,,,NONE,,,N,,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,NOT DISTRACTED,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,,Y,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",,,Y
7722,11/23/2021 07:44:00 AM,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,MASSACHUSETTS AVE,VASSAR ST,,"MASSACHUSETTS AVE
Cambridge, MA",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,TRAFFIC CONTROL SIGNAL,YES,DRY,FOUR WAY INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MASSACHUSETTS AVE,EASTBOUND,VASSAR ST,SOUTHBOUND,,,,,,,,,,,NONE,,,CON,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,TURNING RIGHT,2012.0,COLLISION WITH PEDALCYCLE,TRANSIT,FORD,1.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT FRONT,,,N,SOUTHBOUND,,,,,,,,,,,FAILED TO YIELD THE RIGHT OF WAY,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,NEW HAMPSHIRE,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,,UNINVOLVED OWNER,,,,,,,,,,,,,,,Y
7808,01/21/2020 04:24:00 PM,Tuesday,PASSENGER CAR,,1771,MASSACHUSETTS AVE,,FOREST STREET,"1771 MASSACHUSETTS AVE
Cambridge, MA
(42.385521, -71.119266)",1.0,,ANGLE,ROADSIDE,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLOUDY,,NO CONTROLS,,DRY,T-INTERSECTION,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO,NO,25,NON INTERSECTION,,,,,,,NORTHBOUND,,EASTBOUND,,,JUDY JETSON HAIR SALON,,,NONE,,,PAN,MA,PASSENGER CAR,N,,,TURNING LEFT,2019.0,COLLISION WITH PEDALCYCLE,OUTBACK,SUBARU,1.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT SIDE,,,N,EASTBOUND,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,UNKNOWN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,UNKNOWN,,,,,,FEMALE,,,,Y,NON-MOTORIST,POSSIBLE INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,,CYCLIST,ENTERING OR CROSSING SPECIFIED LOCATION,SHOULDER,HELMET,,MALE,,,,
7901,09/03/2020 07:52:00 AM,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,MASSACHUSETTS AVENUE,CLARENDON STREET,,"MASSACHUSETTS AVENUE
Cambridge, MA",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,T-INTERSECTION,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO,NO,25,INTERSECTION,MASSACHUSETTS AVENUE,NORTHBOUND,CLARENDON STREET,EASTBOUND,,,,,,,,,,,NONE,,,PAN,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,TURNING LEFT,2009.0,COLLISION WITH PEDALCYCLE,RANGER,FORD,1.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT FRONT,RIGHT SIDE,,N,EASTBOUND,,,,,,,,,,,FAILED TO YIELD THE RIGHT OF WAY,VISIBILITY OBSTRUCTED,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,,UNINVOLVED OWNER,,,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,,,,Y
7976,11/25/2019 08:58:00 AM,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,1033,MASS AVE,,ELLERY ST,"1033 MASS AVE
Cambridge, MA
(42.369689, -71.112209)",1.0,,HEAD ON,ROADWAY,COLLISION WITH MOTOR VEHICLE IN TRAFFIC,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,NOT AT INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,,,,,,,,NONE,,,PAN,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,TRAVELING STRAIGHT AHEAD,2015.0,COLLISION WITH PEDALCYCLE,FORESTER,SUBARU,1.0,,COLLISION WITH PEDALCYCLE,,,,LEFT FRONT,LEFT SIDE,,N,SOUTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,NOT DISTRACTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",,,Y,NON-MOTORIST,SUSPECTED MINOR INJURY,,,,,CYCLIST,"WALKING, RUNNING OR CYCLING",IN ROADWAY,HELMET,,MALE,,,,
8006,01/02/2020 05:54:00 PM,Thursday,PASSENGER CAR,,1350,MASS AVE,,,"1350 MASS AVE
Cambridge, MA
(42.373197, -71.118187)",1.0,,"SIDESWIPE, SAME DIRECTION",ROADWAY,COLLISION WITH PEDALCYCLE,DARK - LIGHTED ROADWAY,CLEAR,,TRAFFIC CONTROL SIGNAL,YES,DRY,NOT AT INTERSECTION,"ONE-WAY, NOT DIVIDED",NO,NO,20,NON INTERSECTION,,,,,,,WESTBOUND,,,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,,SLOWING OR STOPPED IN TRAFFIC,2003.0,COLLISION WITH PEDALCYCLE,ES300,LEXUS,2.0,,COLLISION WITH PEDALCYCLE,,,,LEFT SIDE,,,N,WESTBOUND,,,,NO,,,,,,,NO IMPROPER DRIVING,,,,,,,NOT DISTRACTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,OCCUPANT/PASSENGER,NO APPARENT INJURY,,"D, CLASS D VEHICLES",,,,,,,,FEMALE,FRONT SEAT - RIGHT SIDE,UNKNOWN,NOT TRAPPED,
8098,05/10/2021 01:48:00 PM,Monday,PASSENGER CAR,,,MASSACHUSETTS AVE,ALBANY STREET,,"MASSACHUSETTS AVE
Cambridge, MA",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,TRAFFIC CONTROL SIGNAL,YES,DRY,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MASSACHUSETTS AVE,WESTBOUND,ALBANY STREET,NORTHBOUND,,,,,,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,,TURNING LEFT,2020.0,COLLISION WITH PEDALCYCLE,CAMRY,TOYOTA,1.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT SIDE,,,N,NORTHBOUND,,,,,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,NON-MOTORIST,SUSPECTED MINOR INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,CYCLIST,ENTERING OR CROSSING SPECIFIED LOCATION,IN ROADWAY,HELMET,,FEMALE,,,,
8192,11/15/2019 08:18:00 AM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,2044,MASS AVE,,CREIGHTON ST,"2044 MASS AVE
Cambridge, MA
(42.390946, -71.122453)",1.0,,SINGLE VEHICLE CRASH,ROADWAY,COLLISION WITH OTHER MOVABLE OBJECT,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,NOT AT INTERSECTION,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO,NO,25,NON INTERSECTION,,,,,,,WESTBOUND,,NORTHBOUND,,,,,,NONE,,,CON,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,PARKED,2016.0,COLLISION WITH OTHER MOVABLE OBJECT,SRWSUP,FORD,1.0,,COLLISION WITH OTHER MOVABLE OBJECT,,,,NONE,,,N,WESTBOUND,,,,,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,NEW HAMPSHIRE,"D, CLASS D VEHICLES",,UNKNOWN,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,,NON-MOTORIST,SUSPECTED MINOR INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,CORRECTIVE LENSES,CYCLIST,"WALKING, RUNNING OR CYCLING",SHARED-USE PATH OR TRAILS,HELMET,,FEMALE,,,,
8195,08/14/2020 11:27:00 PM,Friday,PASSENGER CAR,,,MASSACHUSETTS AVENUE,SOMERVILLE AVENUE,,"MASSACHUSETTS AVENUE
Cambridge, MA",1.0,,HEAD ON,ROADWAY,COLLISION WITH PEDALCYCLE,DUSK,CLEAR,,TRAFFIC CONTROL SIGNAL,YES,DRY,FIVE-POINT OR MORE,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MASSACHUSETTS AVENUE,NORTHBOUND,SOMERVILLE AVENUE,SOUTHBOUND,,,,,,,,,,,UNKNOWN,,,PAN,MA,PASSENGER CAR,N,,,TRAVELING STRAIGHT AHEAD,2013.0,COLLISION WITH PEDALCYCLE,FUSHION,FORD,2.0,,COLLISION WITH PEDALCYCLE,,,,LEFT FRONT,,,N,NORTHBOUND,,,,,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",SHOULDER AND LAP BELT USED,NOT TRAPPED,Y,OCCUPANT/PASSENGER,NO APPARENT INJURY,,,,,,,,,,MALE,FRONT SEAT - RIGHT SIDE,SHOULDER AND LAP BELT USED,NOT TRAPPED,
8196,01/29/2021 02:23:00 PM,Friday,PASSENGER CAR,,757,MASSACHUSETTS AVE,,INMAN ST,"757 MASSACHUSETTS AVE
Cambridge, MA
(42.366469, -71.105507)",1.0,,"SIDESWIPE, SAME DIRECTION",ROADWAY,COLLISION WITH MOTOR VEHICLE IN TRAFFIC,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,NOT AT INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,NON INTERSECTION,,,,,,,WESTBOUND,,SOUTHBOUND,,WESTBOUND,757 MASSACHUSETTS AVE,,,NONE,,,,MA,PASSENGER CAR,N,,,PARKED,2017.0,COLLISION WITH PEDALCYCLE,CRUZE,CHEVY,1.0,,COLLISION WITH PEDALCYCLE,,,,LEFT FRONT,,,N,WESTBOUND,,,,,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,UNKNOWN,,,,,36.0,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",,,Y,NON-MOTORIST,SUSPECTED MINOR INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,,,,,,,MALE,,,,
8285,11/23/2021 06:56:00 PM,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,,SIDNEY STREET EXTENSION,,MASSACHUSETTS AVE,,1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DUSK,CLOUDY,,TRAFFIC CONTROL SIGNAL,YES,DRY,NOT AT INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND,,NORTHBOUND,,,,,,NONE,,,CON,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,PARKED,2016.0,COLLISION WITH PEDALCYCLE,DISCOVERY,LAND ROVER,1.0,,COLLISION WITH PEDALCYCLE,,,,NONE,,,N,,,,,,,,,,,,OTHER IMPROPER ACTION,,,,,,,UNKNOWN,,NO,PAN,MA,PASSENGER CAR,N,,,SLOWING OR STOPPED IN TRAFFIC,2012,COLLISION WITH PEDALCYCLE,VENZA,TOYOTA,1.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT SIDE,,,N,EASTBOUND,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,NOT DISTRACTED,,NO,OPERATOR/DRIVER,SUSPECTED SERIOUS INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,UNKNOWN,,,,,,MALE,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,UNKNOWN,,,,,,FEMALE,,,,Y
8302,11/10/2021 09:04:00 AM,Wednesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,MASSACHUSETTS AVE,PLEASANT ST,,"MASSACHUSETTS AVE
Cambridge, MA",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MASSACHUSETTS AVE,EASTBOUND,PLEASANT ST,SOUTHBOUND,,,,,,,,,,,NONE,,,PAN,NH,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,TURNING RIGHT,2015.0,COLLISION WITH PEDALCYCLE,TRANSIT,FORD,1.0,,COLLISION WITH PEDALCYCLE,,,,NONE,,,N,EASTBOUND,,,,,,,,,,,FAILED TO YIELD THE RIGHT OF WAY,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,NEW HAMPSHIRE,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,NON-MOTORIST,SUSPECTED MINOR INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,CYCLIST,ENTERING OR CROSSING SPECIFIED LOCATION,IN ROADWAY,HELMET,,FEMALE,,,,
8409,10/14/2021 09:42:00 AM,Thursday,PASSENGER CAR,,,MASS AVE,DOVER ST,,"MASS AVE
Cambridge, MA",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,TRAFFIC CONTROL SIGNAL,YES,DRY,FOUR WAY INTERSECTION,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO,NO,25,INTERSECTION,MASS AVE,SOUTHBOUND,DOVER ST,EASTBOUND,,,,,,,,,,,NONE,UNKNOWN,SPECIALIZED BICYCLE,PAN,MA,PASSENGER CAR,N,,,TRAVELING STRAIGHT AHEAD,2011.0,COLLISION WITH PEDALCYCLE,CRV,HONDA,1.0,,COLLISION WITH PEDALCYCLE,,,,LEFT FRONT,,,N,EASTBOUND,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,NOT DISTRACTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",SHOULDER AND LAP BELT USED,NOT TRAPPED,Y,NON-MOTORIST,SUSPECTED MINOR INJURY,,,,,CYCLIST,"WALKING, RUNNING OR CYCLING",AT INTERSECTION BUT NO CROSSWALK,HELMET,,FEMALE,,,,
8461,10/02/2019 04:41:00 PM,Wednesday,PASSENGER CAR,,245,MASSACHUSETTS AVE,,,"245 MASSACHUSETTS AVE
Cambridge, MA
(42.36159, -71.097291)",1.0,,"SIDESWIPE, SAME DIRECTION",ROADSIDE,COLLISION WITH PEDALCYCLE,DAYLIGHT,RAIN,CLOUDY,NO CONTROLS,YES,WET,NOT AT INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,WESTBOUND,,,,,,,,NONE,,,PAN,MA,PASSENGER CAR,N,,,PARKED,2019.0,COLLISION WITH PEDALCYCLE,CIVIC,HONDA,2.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT SIDE,,,N,WESTBOUND,,,,,,,,,,,NO IMPROPER DRIVING,,,,,,,NOT DISTRACTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,UNKNOWN,,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,OCCUPANT/PASSENGER,NO APPARENT INJURY,,UNKNOWN,,NONE,,,,,,FEMALE,SECOND SEAT - RIGHT SIDE,UNKNOWN,NOT TRAPPED,
8552,01/09/2020 07:57:00 AM,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,MASSACHUSETTS AVE,PORTER ROAD,,"MASSACHUSETTS AVE
Cambridge, MA",1.0,,ANGLE,ROADWAY,COLLISION WITH PEDALCYCLE,DAYLIGHT,CLEAR,,NO CONTROLS,,DRY,T-INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,INTERSECTION,MASSACHUSETTS AVE,NORTHBOUND,PORTER ROAD,WESTBOUND,,,,,,,,,,,NONE,,,PAN,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,TURNING LEFT,2006.0,COLLISION WITH PEDALCYCLE,HIGHLANDER,TOYOTA,1.0,,COLLISION WITH PEDALCYCLE,,,,RIGHT SIDE,,,N,WESTBOUND,,,,,,,,,,,FAILED TO YIELD THE RIGHT OF WAY,INATTENTION,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER,NO APPARENT INJURY,MASSACHUSETTS,"D, CLASS D VEHICLES",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER",UNKNOWN,NOT TRAPPED,Y,NON-MOTORIST,SUSPECTED MINOR INJURY,,,,,CYCLIST,ENTERING OR CROSSING SPECIFIED LOCATION,SHARED-USE PATH OR TRAILS,HELMET,,MALE,,,,
